Customer ID,Name,Gender,Age,Country,Product Purchased,Purchase Amount,Last Purchase Date,Membership Status,Feedback Score,Login Frequency,IsActiveMember,Customer Support Calls,Churn (Target Variable)
aefcfad8-efc8-4849-b3aa-7efe4458a885,Jesse Perez,Other,29,UK,Tablet,1055.96,2024-08-06,Platinum,4,15,0,5,1
a28defe3-9bf0-4273-9247-6f57a5e5a5ab,Jesse Perry,Other,39,UK,Phone,1727.33,2025-01-19,None,9,26,1,1,1
3eabedcb-baa8-4dd4-88bd-64072bcfbe01,Jeffery Ortega,Other,61,Canada,Tablet,1351.52,2024-10-23,Silver,1,7,1,4,1
451b4cf3-6123-4df7-b656-af7229d4beef,Christian Leblanc,Other,42,France,Laptop,409.58,2025-04-30,Silver,4,27,0,6,1
b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,Ronald Davis,Female,66,Germany,Accessories,234.08,2025-07-25,None,6,13,0,6,1
5304317f-af42-412f-b838-b3268e944239,Parker Cain,Male,44,Canada,Phone,1320.6,2024-09-26,None,6,24,1,4,1
0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,Laurie Hoffman,Female,59,Australia,Tablet,150.37,2025-07-14,None,8,16,0,8,1
ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,Bryan Gomez,Other,45,France,Laptop,1212.97,2025-04-15,Silver,1,28,0,3,1
10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,Nicole Parrish,Female,33,UK,Laptop,1886.44,2024-12-01,None,7,20,0,2,1
9132b63e-f162-47e4-a9c3-49e03602f8ac,Tracy Burke,Male,32,USA,Accessories,1193.4,2024-10-06,None,1,7,0,3,0
366eb16f-508e-4ad7-b7c9-3acfe059a0ee,Kenneth Lewis,Male,64,USA,Tablet,837.52,2025-07-11,Silver,7,14,0,4,1
e27a984d-6548-41d0-bfcd-9eb1a7cad415,Courtney Rodriguez,Other,68,UK,Phone,1322.25,2025-08-03,Silver,3,26,1,5,1
24933b83-7577-40a9-a491-f0b2ea1fca65,Holly Farmer,Female,61,India,Smartwatch,970.68,2025-07-12,Platinum,8,13,0,2,0
beb79919-3f22-4af8-a3be-d01d43cf2fde,Renee Bruce,Female,69,France,Laptop,1136.67,2024-11-20,Gold,3,17,1,1,1
bf3c4c06-4343-48bc-89fa-6a688fb5d27b,Sabrina Austin,Female,20,UK,Laptop,1888.78,2024-09-11,Silver,1,19,1,3,1
956269f0-e5d7-4875-adad-d6c795a76d79,Allison Hickman,Male,54,USA,Accessories,833.6,2025-04-17,Gold,8,6,1,4,1
ff50bde4-3825-47b8-9cab-cc97663f1c97,Debra White,Male,68,USA,Tablet,1926.26,2024-12-23,Platinum,3,2,0,3,0
7e570ddf-8270-40a8-a369-b584ff5e9ff0,Ellen Morgan,Female,24,France,Smartwatch,1820.17,2024-11-11,Platinum,2,28,0,2,0
dc713d96-0c0f-4195-817a-f08a1745d6d8,Sergio Knight,Male,38,Germany,Smartwatch,472,2024-09-07,None,1,11,0,7,0
28f49481-a0a0-4dc4-a720-9bdf1c11f735,Charles Schultz,Male,26,UK,Smartwatch,231.79,2024-12-28,Platinum,3,20,1,9,0
98ae4334-6c12-4ce8-ae34-0454cac5b68c,Paul Lewis,Female,56,Canada,Tablet,291.48,2025-04-21,None,2,23,1,3,1
988c24c9-61b1-4d22-a280-1c4510435a10,Glen Wood,Male,35,Australia,Phone,134.62,2025-07-23,None,2,27,1,1,1
405cacec-8774-49a9-b7d2-1e02ff01cf99,Paula Bradley,Female,21,UK,Laptop,279.44,2025-04-15,Silver,6,25,1,1,1
f143262f-dc5c-4eed-8da0-365bf89897b9,Anthony Moore,Female,42,Germany,Tablet,1397.71,2024-10-09,Silver,1,2,1,0,0
1d53434b-b881-49b9-ae27-0da702f06b90,Megan Nelson,Other,31,France,Smartwatch,235.26,2024-08-26,Gold,2,19,0,3,0
c0398710-8976-4334-a281-7efdae849217,Karla Ramos,Female,67,France,Laptop,706.05,2025-01-06,None,6,13,0,9,1
5715bd6f-a416-4293-84c2-e2e3444ea7c8,Paul Wilson,Male,26,USA,Laptop,1705.26,2025-04-05,None,3,14,1,8,0
287d06ca-6f4c-469a-8b22-d3081c8eaee9,Douglas Gregory,Other,43,Germany,Smartwatch,144.22,2024-12-02,Gold,4,24,0,6,1
b8db0672-f42d-47cc-80d4-af5974273ca3,Mr. Andrew Foster,Female,19,France,Smartwatch,1647.49,2025-05-14,None,1,29,1,9,0
f8cda88b-436d-46e2-b83c-fe0be037e5ed,Aimee Turner,Other,37,India,Laptop,635.52,2025-05-04,Platinum,8,13,1,6,1
81f76d1c-2dbc-4134-830f-f46e8026695f,Chad Scott,Male,45,UK,Accessories,324.51,2025-05-26,None,7,6,1,6,1
a013ac6e-deda-4e16-9b3d-bd5ce9a1fa6f,Adam Burgess,Female,64,USA,Laptop,1423.8,2024-11-04,None,7,16,0,7,1
81f631d4-a392-41a7-9777-a4774c66e0a8,James Padilla,Male,24,Canada,Phone,1294.99,2025-01-19,None,3,29,0,0,1
5fb8d16c-2720-497d-b2eb-d6899be578c7,Sandra Drake,Other,61,Germany,Phone,1767.2,2025-04-17,Silver,10,11,0,9,1
f4188f3f-8a14-4e62-a95b-4715c333e861,Scott Williams,Female,25,USA,Accessories,1496.63,2024-09-10,Platinum,10,19,1,9,1
eb2263dd-87c5-421e-ac24-a3c5c754108f,Thomas Atkins,Other,64,France,Tablet,1626.61,2025-05-06,None,3,3,0,7,0
7d154385-52fb-443b-9954-6eb400257ad1,Laura Mckinney,Other,52,Australia,Laptop,635.87,2024-09-11,Platinum,2,8,0,3,1
5cec4eb5-edd9-4831-9ca3-5cfb04fc6d82,Brian Smith,Female,31,France,Phone,437.14,2024-08-06,Platinum,1,5,0,3,0
ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,Robert Montgomery,Other,34,Canada,Laptop,1526.17,2024-10-27,Platinum,7,15,1,3,0
3da9c2a9-0ed4-4f1a-bd4c-bf374eb93eff,Tamara Davis,Male,53,Canada,Accessories,1632.99,2025-02-07,Gold,7,24,0,5,1
14296c07-f26b-4776-913e-4de2e0c53cb8,Dana Chapman,Other,67,Canada,Smartwatch,1981.96,2024-09-05,None,2,27,0,6,0
d0e6e660-7c69-4ee1-bb5e-4bcf15ed6269,Jennifer Collins,Male,57,Canada,Accessories,883.97,2024-09-26,Silver,7,21,1,5,0
885f6e66-c2b6-42c5-ba5d-310011b7e948,Gary Jackson,Male,21,Canada,Accessories,806.83,2025-03-24,Silver,8,21,0,0,0
a8e56e0c-20de-435d-a031-d750c40db9b4,Ashley Hicks,Other,19,India,Accessories,1575.18,2024-11-01,Silver,1,20,1,7,0
2a45c2ab-8cbf-4db0-b264-accc79ac1b1e,Hannah Luna,Male,23,UK,Phone,747.53,2025-02-23,Silver,9,20,1,9,0
9b49bd26-df57-459a-8715-a10343dac043,Robin Young,Female,59,Germany,Accessories,1868.44,2025-04-27,None,7,1,0,6,0
edcd465e-3638-4821-b6e0-7cc06c52c49f,Craig Morrison,Male,21,USA,Smartwatch,1730.98,2025-01-25,Silver,3,23,1,5,1
b09b2a5c-badc-432a-8159-0f538a0f4efb,Mary Thompson,Male,46,Canada,Smartwatch,915.09,2024-08-09,Platinum,8,7,0,5,0
66245bfa-4fcc-439a-b683-d2e6337ea2df,Kathleen Webster,Male,35,UK,Smartwatch,1526.66,2024-08-09,Gold,7,10,1,4,0
5f987c71-a65e-488e-abf3-ad39fec21bbe,Joann Glass,Female,43,France,Tablet,1533.63,2025-05-03,Silver,8,12,0,5,0
7394988f-847f-49b4-a64d-1bcb702753a1,Madison Weber,Female,61,UK,Accessories,295.94,2024-12-17,Platinum,6,16,1,8,0
1064005c-3985-43cf-bf76-be1d1efa2197,Lori Hernandez,Female,51,Canada,Smartwatch,1814.85,2025-06-19,Silver,9,7,0,9,0
8dcdcd03-969b-4662-8562-8059568cc69b,Jeremy Turner,Other,27,Australia,Tablet,1059.98,2024-09-21,None,5,20,0,8,0
01d74256-3860-4ab6-96a4-02f23ae8cc93,Anthony Romero,Female,53,USA,Accessories,1670.27,2025-07-06,Platinum,3,17,0,9,1
0f1259e0-a18f-46b6-b535-106e122c9a56,Jesse Brown,Male,31,Canada,Accessories,708.09,2025-01-17,None,3,29,0,7,1
080aadfb-e7c9-4b26-9141-25c63a9bedd4,Angela Lin,Female,48,UK,Laptop,1801.49,2025-05-02,Silver,1,17,1,9,0
839fbc50-1223-4513-9496-f63cdc1110c1,Lisa Hunter,Female,65,France,Accessories,839.48,2024-09-26,Platinum,8,13,0,8,1
7c441fe7-ab42-40a7-874a-493b3ceddf2d,Julian Conner,Male,32,UK,Laptop,120.59,2025-02-07,Platinum,2,14,0,9,1
b92da22b-21df-406f-8a0b-3c3336d8393a,Joanna Pacheco,Other,25,Canada,Phone,1820.23,2024-09-02,Platinum,3,5,0,7,0
93829b43-922f-415a-a1e3-db63ef7ddc76,Erica Alvarez,Female,31,Germany,Phone,273.44,2024-11-02,Silver,8,10,0,7,0
7914c120-c8dc-419f-be35-11287900f7f9,Antonio Garcia,Other,40,UK,Tablet,706.7,2025-01-01,Gold,8,12,1,0,1
1825bc54-30be-445f-a835-14f2ceb81f9d,Gwendolyn Klein,Other,57,Germany,Laptop,1905.12,2024-09-09,Gold,4,24,0,9,0
5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,Carrie Wright,Other,38,Canada,Phone,1906.15,2025-05-16,None,4,0,1,4,0
dd2467ac-778e-4db3-a93d-ffbc6c6fa611,Jeffrey Mills,Male,33,UK,Phone,1189.53,2025-06-15,Gold,5,27,0,3,1
a748dbcf-ac61-4e63-8dde-29a6baa4b71a,Jake Campbell,Other,62,France,Phone,1300.49,2024-09-14,Silver,6,5,1,1,1
0f844fef-1931-49ee-a56c-0941fbf24050,George Harper,Other,35,India,Accessories,952.05,2024-09-15,Platinum,5,8,1,7,0
ccf3a171-56dc-4907-ba6c-34ab6712303a,Maria Jones,Male,64,India,Laptop,657.1,2024-12-05,Platinum,7,7,1,2,1
310c0c00-3fa7-4104-9bf9-0e27dc96925e,Michael Mitchell,Other,41,Germany,Phone,724.46,2024-12-26,Silver,2,10,1,3,0
23e2fcb4-72d8-467d-894a-05e430b187ef,Mary Escobar,Other,43,Canada,Laptop,1377.79,2025-07-14,Platinum,7,21,0,6,0
766ecb15-474e-4c19-aef9-12766c006f61,Felicia Aguilar,Male,42,Germany,Smartwatch,1529.51,2024-11-30,Gold,10,18,1,9,0
134c6c92-ec5b-427c-9fde-4fbf3ff350bf,Gregory Ponce,Male,62,Canada,Smartwatch,1604,2024-09-28,None,7,23,1,8,0
db20a56e-dc81-4fe7-8eda-8bbb71710434,Jenna Larson,Female,58,Canada,Accessories,1600.27,2025-01-01,Silver,1,8,1,1,0
a6f2f7b8-0cf3-4b58-9910-8be58ce21ea3,Emily Bennett,Female,46,India,Smartwatch,273.29,2025-06-02,Platinum,7,16,0,2,0
03c72ba8-d605-4770-8a63-f881ffd0f9d5,Robin Santiago,Female,32,France,Tablet,1039.4,2025-06-17,Silver,5,11,0,3,1
c0e9ab30-ed26-42e9-97e0-11b7f8102383,Nancy Jennings,Other,62,France,Laptop,209.36,2025-05-25,Gold,3,24,0,9,1
680ac07a-2a93-4d62-bc83-5dc0d9441fa5,Maria Henderson,Other,18,UK,Phone,1144.1,2025-07-11,Platinum,3,13,1,0,1
dd59ba71-36b8-4481-bb3a-4e3e7c52fa17,Jack White,Other,42,Germany,Tablet,938.91,2024-09-26,Platinum,4,14,1,6,1
2a25a888-0f02-4ad0-a706-7ef466aa9385,Travis Tucker,Male,24,France,Tablet,1786.64,2025-04-12,Platinum,2,15,1,1,0
63f2ae24-fc3d-4348-808d-4127610461e3,Chad Jones,Other,26,Australia,Smartwatch,766.74,2025-04-25,Platinum,2,21,1,4,1
c8fe3ccd-c8b8-49c6-ad30-49cf43e458fc,Ashley Wise,Female,41,USA,Laptop,322.43,2024-09-30,Silver,1,21,0,0,1
b253d218-6c4a-47ea-8906-17f2747b6dba,Sophia Johnson,Male,18,UK,Phone,371.68,2024-09-01,Gold,5,27,1,2,1
c88a618e-fed4-457d-bb02-6576f512c4c3,Ralph Anderson,Male,61,UK,Tablet,1546.87,2025-02-28,Gold,4,19,0,1,0
7c967f79-b7e9-4aca-a970-65e18e46d534,Christopher Guerra,Male,25,India,Accessories,1274.61,2025-03-12,None,10,0,1,0,0
37bb3eec-4bf5-4b52-b09d-258c27a0c3d7,Rhonda Martin,Female,41,Germany,Phone,292.13,2024-08-09,Silver,2,9,1,6,1
bc594585-9445-48c0-8ef8-c2d6f7fd5646,Jason Rhodes,Female,28,Australia,Smartwatch,259.8,2025-03-31,Gold,3,7,1,4,0
504867ba-bf7b-439b-8f9a-ea4b8acd4e10,Jeremy Mitchell,Female,68,France,Laptop,1431.84,2025-04-15,Silver,7,17,1,0,0
7a0ecfea-958c-49ba-8cd6-20c20ea2622b,Joann Ferguson,Male,34,France,Accessories,238.25,2024-10-08,Silver,7,27,0,5,0
87f7e1fb-da4b-49ca-ab5c-f46780bacd64,Robert Harrison,Male,25,Canada,Phone,1661.53,2025-01-23,Gold,4,0,1,4,1
82010c62-f5f5-4b22-8e8f-a8e0284d82e5,Holly Valentine,Other,52,UK,Phone,1441.86,2024-12-20,None,5,1,0,2,1
118a9d29-2f92-4996-99f1-95d014822f53,Mrs. Diane Reyes,Other,52,Germany,Tablet,254.56,2025-05-13,None,5,0,1,6,1
dca02eec-acda-4acc-9165-e21098543881,Tracy Montoya,Female,50,Germany,Phone,261.19,2024-10-27,None,6,0,0,9,1
f10c718b-1eb0-438a-a75d-d5af3c365296,Brenda Wright,Male,22,Germany,Laptop,1974.62,2025-04-06,Platinum,9,8,1,8,0
94340a03-3f07-4814-91d6-3f78e3e9de99,Shelly Spencer,Other,59,Canada,Laptop,811.11,2025-05-23,Gold,2,12,0,8,0
14fcdd54-9e8f-4965-8a2c-827e98326856,Ryan Rosales,Female,56,India,Phone,804.22,2024-10-03,Platinum,5,29,1,8,0
90b2b633-956b-4c0c-a849-9b926b5252e3,Phillip Nelson,Female,58,France,Tablet,1644.32,2025-07-29,Platinum,3,0,1,1,0
42c18a62-ef48-48d5-90fd-9d3f85d51695,Brittany Kim,Other,45,Germany,Accessories,1899.77,2025-01-12,Platinum,4,12,0,2,1
506e5a9a-b758-488d-ab73-295b344a54b8,Courtney Hayes,Female,24,Australia,Accessories,1973.4,2025-04-02,Silver,10,19,0,6,1
21813d25-6552-48a6-83ff-50113d1a85dd,Alexander Brown,Male,26,Australia,Tablet,1531.42,2025-04-29,Silver,6,25,0,4,1
750cab75-4ccc-4bc2-a53f-8a28abf3e3fc,Cynthia Vang,Female,25,Canada,Smartwatch,814.89,2025-01-24,Gold,8,21,0,1,0
ef8c485b-c07a-40f2-add4-253b50f0fd0a,Alfred Galvan,Male,29,India,Laptop,258.65,2025-07-05,Gold,1,6,1,2,0
9f044aed-7552-4327-8262-7f7312922f83,Marie Moody,Male,51,Canada,Smartwatch,1576.58,2024-10-29,Silver,10,1,1,9,0
19985f15-ff00-4d4d-9020-59e4ff9ab5c2,Dustin Gallegos,Other,50,USA,Tablet,1160.97,2024-09-08,Silver,8,5,1,5,0
8181a8cc-3691-47eb-89a2-688b12c136e0,Brenda Thornton,Other,65,UK,Smartwatch,906.02,2025-07-20,Platinum,7,6,0,6,1
5958a499-eeea-463e-a1e8-ac6843e42caf,Aaron Miller,Other,40,France,Tablet,1822.07,2024-09-14,None,1,25,0,8,1
3e896c64-e117-4ac3-919c-4ea3e1805081,Ruben Dunn,Female,41,Canada,Accessories,311.28,2024-09-29,None,2,13,1,0,0
702cdd20-2862-48b8-88f4-ef125e9953d2,Kelsey Rodriguez,Other,54,Canada,Accessories,1035.99,2025-05-25,None,3,25,1,6,0
4d71c366-b41b-4143-8b10-550cd5704f32,Eric Williams,Other,52,France,Smartwatch,121.57,2024-09-22,None,1,17,0,7,1
ce9e1a11-fcbb-4e59-bbdd-cf7c9c96e9ec,Riley Bryant,Female,61,UK,Smartwatch,990.46,2025-03-22,None,9,14,0,2,0
aaf91531-0200-41f0-8768-a84fa76afde6,Taylor Carlson,Other,57,USA,Laptop,206.98,2025-05-16,Platinum,8,1,1,3,0
ee87905e-4ca4-45ea-8dfa-6a56d12dbc9a,Jose Allen,Female,39,Australia,Accessories,325.75,2025-01-02,Gold,2,9,1,9,1
e0ccedc5-f05d-476e-9a84-a51aa9d3d7c7,Jeffrey Mendez,Female,44,Australia,Laptop,323.3,2024-12-20,Silver,9,22,1,5,0
e3c43657-1d8c-4bac-83b4-09ef2260e70f,Jason Beck,Male,52,India,Smartwatch,1333.5,2025-01-19,Platinum,7,11,1,9,0
27cb6f2a-8da0-4097-be0f-051b1b66b5a9,William Jones,Male,18,Canada,Tablet,1517.49,2024-12-06,None,9,16,1,6,0
35ebd32d-9ad6-40ab-8821-2ddb45b89cd9,Katie Mcneil,Other,52,UK,Accessories,1208.4,2025-06-09,Silver,6,7,0,3,1
afffcfd2-341e-440b-97c7-00aab7b56ea7,Jeanette Harrison,Female,54,India,Tablet,1928.13,2024-09-29,Platinum,6,10,0,7,0
81627cf1-4394-42e6-9a58-7e8aa25d6b29,Veronica King,Male,64,Australia,Laptop,812.25,2024-11-10,None,4,28,1,4,1
e87d1c78-e7c4-41c7-8049-7b717d106c60,Richard Cooper,Male,31,India,Laptop,642.85,2024-11-21,Platinum,10,2,1,0,0
a2607723-17a0-4f49-8d01-280fd89a40c0,Lori Ingram,Male,20,India,Phone,1750.34,2025-04-13,Silver,10,26,0,3,0
0b49452d-46d4-43f3-9450-281c6c6f7633,Evelyn Williams,Male,18,USA,Accessories,524.83,2024-09-07,Gold,2,5,0,2,1
217d65a0-c568-41cd-9563-f61600e85ece,Robin Thompson,Other,22,USA,Accessories,1930.12,2024-11-10,None,7,8,1,8,1
295d6fbf-430f-401d-bad4-09e2a319dcb4,Julie Dominguez,Male,43,India,Laptop,123.09,2025-03-08,Silver,5,5,0,7,1
b4a69f3c-8d3a-4d99-b11c-21c9bdc14f1f,Robin Brown,Other,31,Germany,Tablet,1942.77,2025-03-27,Silver,6,8,0,0,0
1ca3c448-0279-46a6-8f97-97b06d7ce3c9,Judith Carter,Female,56,France,Accessories,182,2025-03-27,Gold,2,6,1,5,0
b0e6a969-e213-42b0-b1ee-dba313432e61,Curtis Williams,Other,44,Australia,Laptop,1793.17,2025-05-13,Platinum,5,8,1,8,1
093923de-8bab-4e3b-a628-6bfbe767dcea,Kaylee Hays,Male,26,Australia,Phone,1102.63,2025-03-29,Gold,10,17,1,6,0
8d7248e2-951f-48d0-9e84-f058d5a804eb,Dawn Mullins,Female,32,USA,Smartwatch,1986.63,2024-11-24,Gold,4,11,1,3,0
0ab54bde-20a0-4502-ae06-809725e97977,Howard Norman,Female,32,Germany,Accessories,240.21,2025-06-04,Platinum,9,7,0,0,1
eededb07-e623-4689-9d59-cd2a4eea04e7,Evelyn Martinez,Other,43,Germany,Smartwatch,1152.32,2025-08-06,Platinum,6,7,0,1,0
0a368ce7-dc57-4131-b8e1-daa7cbceabde,Steve Paul,Female,59,Canada,Tablet,1941.67,2025-05-01,Platinum,2,17,1,4,0
ae9bec36-35c7-436c-9b99-62c6e61fecc0,Jasmine Beltran,Other,30,France,Phone,1093.89,2024-08-16,Silver,1,27,0,4,1
5a8aaeca-1a50-4ec3-aabc-25fa3fe12e47,Jonathan Glass MD,Female,68,India,Accessories,1295.86,2025-07-01,Silver,5,29,1,7,1
dfed2c43-e256-46dc-8f54-86b7c7b5b2bc,Monica Miller,Other,49,Canada,Smartwatch,1421.92,2025-06-30,None,9,19,1,5,1
bfddc3d9-9ee3-4c2a-b94d-62046808593f,Samantha Gardner,Male,56,Canada,Smartwatch,963.63,2025-04-18,None,6,29,1,7,0
3c9ad14c-ee0c-4eb5-acfe-db992790cebd,Bobby Guerrero,Other,66,Germany,Laptop,1292.36,2025-07-12,Gold,10,14,1,1,1
ccc56569-f9e8-4369-a999-b735dd56cc94,Lance Simmons,Other,69,Germany,Smartwatch,1210.2,2024-12-01,Gold,7,26,0,2,1
698c206f-e1a4-4e10-ad53-4dd0cf8ebc5a,Heather Williams,Male,49,Germany,Tablet,1812.2,2024-10-24,None,5,6,1,5,1
ecab3301-bc8f-4d29-adea-94930658663a,Heather Bolton,Other,21,India,Smartwatch,186.35,2025-02-23,Gold,10,10,0,9,0
696608aa-ee49-4329-884a-7b28550a1b46,William Gould,Other,47,India,Tablet,633.83,2025-03-29,Platinum,6,19,0,2,1
bc2cbb0d-dd33-4cc7-ab7f-089acd5f4822,Mark Cox,Female,54,Canada,Tablet,1905.78,2025-02-19,Silver,5,15,1,5,1
28c13091-444d-410b-bf87-e362cf8d446a,Meghan Cisneros,Other,40,Canada,Laptop,1791.5,2024-10-18,None,9,3,1,5,1
61ee411a-1bac-47a7-b386-f7a4c991603f,Lawrence Harrington,Female,56,USA,Phone,965.75,2025-05-23,Silver,6,5,0,1,0
787f2425-dbcc-4477-89e9-db0adf465290,Austin Osborne,Male,62,Australia,Tablet,1278.25,2025-01-05,None,8,25,1,6,1
eb1fa9f2-d10b-41d0-b317-347038f16a81,James Bradley,Female,32,Australia,Smartwatch,627.02,2024-11-28,Silver,2,21,1,1,0
d20eac17-4e20-4d1a-9983-36e375d66ed4,Meghan Rush,Female,60,Australia,Smartwatch,457.43,2025-04-13,None,9,25,1,5,1
39118497-3a43-42ba-9f0f-06cbcb9bc326,Phillip Berry,Male,46,USA,Tablet,981.03,2024-08-27,Silver,5,2,0,0,0
6601ddd0-3170-4437-a8f7-ef5a060edf5b,Jennifer Banks,Female,53,Australia,Smartwatch,771.37,2025-06-06,Platinum,7,8,0,2,0
11c58ef0-dd46-4c09-8752-87aa5408f9ac,Brian Fitzgerald,Male,30,Germany,Accessories,1208.95,2025-07-20,None,10,27,0,1,0
59e4b671-4774-4c58-85f8-bc16f7860b50,Mr. Justin Green III,Other,49,India,Laptop,247.7,2025-06-10,None,1,9,1,6,1
adf4e62d-6651-429e-8268-690ba43825b5,Zachary Mitchell,Other,24,India,Smartwatch,1951.35,2024-11-06,None,10,13,1,3,0
54c63cd8-8945-4f27-97fa-2d8dfb2ca025,Katherine Martinez,Female,68,Australia,Laptop,1973.8,2025-02-14,Platinum,5,10,1,7,1
e08596db-1d87-4966-8710-d430f071d879,Jodi Roach,Other,39,Canada,Tablet,1426.51,2025-01-02,Silver,10,17,1,5,0
94a1875d-2db6-4edb-82de-ffccf86c2ca2,Brandon Fleming,Male,45,France,Tablet,1118.58,2024-09-18,None,2,21,0,9,1
09cb3942-43f5-4a85-bbc9-f87af668a617,Emma Reed,Other,19,Germany,Tablet,688.1,2024-11-07,Silver,6,11,0,3,1
587ef344-6f3f-420c-98b8-e4cc1bc044fc,Joshua Vance,Male,59,USA,Laptop,1646.21,2025-02-16,Platinum,1,22,1,4,1
6fb78271-504d-481f-8953-5b63ba81edd9,Michelle Ho,Other,62,France,Smartwatch,1400.99,2025-04-10,Gold,3,11,0,8,0
1d9af659-82ec-4f2d-bbf6-e16f9b3080d5,Rebecca Hicks,Female,23,India,Accessories,408.97,2025-03-24,None,5,12,0,6,0
30a900ad-939b-462d-a645-f129629c2ae3,Curtis Taylor,Other,45,Australia,Laptop,1830.76,2024-09-02,Platinum,4,24,0,9,0
6fa17735-b572-43d0-8b5c-ea6a41357e8c,Allison Spencer,Other,45,USA,Accessories,1662.82,2025-02-27,Silver,3,12,0,8,1
ce777f00-ecf2-4e76-8519-7ff4006ed6e3,Robert Arnold,Other,61,Germany,Smartwatch,1904.62,2025-07-17,None,10,18,1,6,1
